,,,,,,,,data_referencia;cod_ibge;txt_municipio;mcmv_fgts_txt_uf;txt_regiao;data_assinatura_financiamento;qtd_uh_financiadas;vlr_financiamento;vlr_subsidio_desconto_fgts;vlr_subsidio_desconto_ogu;vlr_subsidio_equilíbrio_fgts;vlr_subsidio_equilíbrio_ogu;vlr_compra;vlr_renda_familiar;txt_programa_fgts;num_taxa_juros;txt_tipo_imovel;bln_cotista;txt_sistema_amortizacao;dte_nascimento;txt_compatibilidade_faixa_renda;txt_nome_empreendimento
02/05/2025;250400;Campina Grande ;PB;Nordeste;2021-06-01;1;127200,0;5247,0;0,0;10978,73;0,0;159000,0;2695,0;Apoio à Produção;5,5;Novo;S;price;1975-11-30;Faixa 2;
02/05/2025;315460;Ribeirão das Neves ;MG;Sudeste;2014-05-15;1;99200,0;1743,225;369,7750000000001;13199,991750000001;2799,99825;124000,0;2790,0;Apoio à Produção;6,0;Novo;N;price;;Faixa 2;
02/05/2025;220040;Altos ;PI;Nordeste;2017-01-18;1;72960,0;14400,0;1600,0;14399,99;1600,0;91200,0;1760,0;Carta de Crédito Individual;5,5;Novo;N;price;1991-04-06;Faixa 1;
02/05/2025;351550;Fernandópolis ;SP;Sudeste;2012-05-30;1;89942,4;1485,0;2630,782000000001;10917,258;0,0;99936,0;3008,78;Carta de Crédito Individual;6,0;Novo;N;price;;Faixa 2;
02/05/2025;510840;Várzea Grande ;MT;Centro-Oeste;2017-09-15;1;79237,0;13286,7;1476,3;18899,99;2100,0;110000,0;1542,09;Apoio à Produção;5,0;Novo;S;price;1991-09-15;Faixa 1;
02/05/2025;430700;Erechim ;RS;Sul;2009-09-10;1;41651,84;9642,0;3214,0;7526,0;2509,0;54507,84;1407,0;Apoio à Produção;4,5;Novo;N;price;;Faixa 2;
02/05/2025;354140;Presidente Prudente ;SP;Sudeste;2013-12-27;1;87335,0;12923,625;2741,375;13200,0;2800,0;115000,0;1705,0;Carta de Crédito Individual;5,0;Novo;X;;1992-07-12;Faixa 2;
02/05/2025;530010;Brasília ;DF;Centro-Oeste;2017-01-24;1;99200,0;0,0;0,0;15999,99;0,0;124000,0;2557,87;Carta de Crédito Individual;5,5;Usado;S;price;1986-12-06;Faixa 2;
02/05/2025;432160;Tramandaí ;RS;Sul;2017-05-19;1;111541,07;1901,7;211,3;14399,990000000002;1600,0;145000,0;2482,04;Carta de Crédito Individual;5,0;Novo;S;price;1991-09-18;Faixa 2;
02/05/2025;355030;São Paulo ;SP;Sudeste;2021-02-12;1;151194,26;1292,0;0,0;0,0;0,0;240000,0;3382,51;Apoio à Produção;6,5;Novo;S;price;1992-03-05;Faixa 2;
02/05/2025;522185;Valparaíso de Goiás ;GO;Centro-Oeste;;1;143706,0;3594,0;0,0;9575,0;0,0;193100,0;2777,42;Apoio à Produção;5,0;Novo;S;price;1996-03-06;Faixa 2;
02/05/2025;355030;São Paulo ;SP;Sudeste;2010-08-18;1;90671,75;0,0;0,0;10035,0;0,0;90671,75;2650,25;Carta de Crédito Individual;5,5;Usado;N;price;;Faixa 2;
02/05/2025;310620;Belo Horizonte ;MG;Sudeste;;1;142900,0;0,0;0,0;0,0;0,0;295000,0;6926,54;Carta de Crédito Individual;7,66;Usado;S;sac;1987-03-17;Faixa 3;
02/05/2025;350160;Americana ;SP;Sudeste;2009-11-25;1;43980,0;6000,0;0,0;10035,0;0,0;49980,0;1203,0;Carta de Crédito Individual;4,5;Usado;N;price;;Faixa 1;
02/05/2025;250750;João Pessoa ;PB;Nordeste;2015-02-25;1;87040,0;14817,0;3143,0;13200,0;2800,0;110000,0;1600,0;Carta de Crédito Individual;5,0;Novo;X;;1994-08-03;Faixa 1;
02/05/2025;430060;Alvorada ;RS;Sul;2013-06-27;1;49296,94;5282,0;0,0;15999,99;0,0;65000,0;1134,22;Carta de Crédito Individual;4,5;Usado;N;price;;Faixa 1;
02/05/2025;310620;Belo Horizonte ;MG;Sudeste;2018-02-06;1;117120,0;14096,7;1566,3;18899,989999999998;2100,0;200000,0;2189,39;Apoio à Produção;5,0;Novo;S;price;1984-01-15;Faixa 2;
02/05/2025;430460;Canoas ;RS;Sul;;1;172792,8;1931,0;0,0;0,0;0,0;215991,0;3815,43;Carta de Crédito Individual;6,5;Novo;S;price;1990-01-19;Faixa 2;
02/05/2025;354340;Ribeirão Preto ;SP;Sudeste;2018-01-18;1;73603,83;26598,6;2955,4;18899,989999999998;2100,0;133000,0;1300,0;Apoio à Produção;4,5;Novo;S;price;1996-10-14;Faixa 1;
02/05/2025;250370;Cajazeiras ;PB;Nordeste;2013-05-06;1;83987,2;4598,55;975,4499999999998;13199,99175;2799,99825;104984,0;2100,0;Carta de Crédito Individual;5,0;Novo;N;price;;Faixa 2;
02/05/2025;350160;Americana ;SP;Sudeste;2012-06-11;1;78097,66;15586,725;5622,05875;10917,26625;0,0;107190,36;1832,8;Apoio à Produção;4,5;Novo;X;;1988-06-16;Faixa 2;
02/05/2025;292110;Medeiros Neto ;BA;Nordeste;2023-12-20;1;152000,0;742,0;0,0;4952,24;0,0;190000,0;3360,49;Carta de Crédito Individual;5,5;Novo;S;price;2000-03-08;Faixa 2;
02/05/2025;431490;Porto Alegre ;RS;Sul;2011-07-12;1;89869,63;1934,25;644,75;0,0;0,0;92448,63;2289,15;Carta de Crédito Associativo;4,5;Novo;N;price;;Faixa 2;
02/05/2025;250750;João Pessoa ;PB;Nordeste;2023-02-13;1;106729,0;35271,0;0,0;20034,84;0,0;143000,0;1946,75;Apoio à Produção;4,75;Novo;N;price;1986-05-16;Faixa 1;
02/05/2025;230440;Fortaleza ;CE;Nordeste;2013-06-03;1;90900,0;0,0;0,0;0,0;0,0;101000,0;3499,47;Apoio à Produção;6,66;Novo;N;price;;Faixa 3;
02/05/2025;314720;Paraguaçu ;MG;Sudeste;2023-03-24;1;109979,0;9021,0;0,0;17747,56;0,0;148411,76;2077,75;Apoio à Produção;5,0;Novo;N;price;1998-04-20;Faixa 1;
02/05/2025;355220;Sorocaba ;SP;Sudeste;2020-05-29;1;114920,0;11460,0;0,0;20999,99;0,0;154000,0;2391,66;Apoio à Produção;5,5;Novo;N;price;1977-08-17;Faixa 2;
02/05/2025;410100;Ampére ;PR;Sul;2009-09-22;1;25000,0;0,0;0,0;4255,0;0,0;25000,0;1506,18;Carta de Crédito Individual;5,0;Usado;N;price;;Faixa 2;
02/05/2025;520549;Cidade Ocidental ;GO;Centro-Oeste;2018-07-20;1;81900,0;14211,0;1579,0;18899,99;2100,0;123000,0;1877,6;Carta de Crédito Individual;5,0;Novo;S;price;1976-11-13;Faixa 2;
02/05/2025;412550;São José dos Pinhais ;PR;Sul;2017-04-26;1;110700,0;0,0;0,0;20999,989999999998;0,0;160000,0;2929,06;Carta de Crédito Individual;5,5;Usado;S;price;1984-05-16;Faixa 2;
02/05/2025;313670;Juiz de Fora ;MG;Sudeste;2012-09-17;1;60000,0;5000,0;0,0;13233,04;0,0;67000,0;1600,0;Carta de Crédito Individual;5,0;Usado;N;price;;Faixa 1;
02/05/2025;354870;São Bernardo do Campo ;SP;Sudeste;2016-08-05;1;200000,0;0,0;0,0;0,0;0,0;200000,0;8557,96;Pró-Cotista;8,64;Usado;X;;1977-01-04;Fora MCMV/CVA;
